MTU (CET/CEST);Day-ahead Price [EUR/MWh];Currency;BZN|DK1
19.04.2023 21:00 - 19.04.2023 22:00;10975;EUR;
19.04.2023 22:00 - 19.04.2023 23:00;10804;EUR;
19.04.2023 23:00 - 20.04.2023 00:00;10145;EUR;
20.04.2023 00:00 - 20.04.2023 01:00;9979;EUR;
20.04.2023 01:00 - 20.04.2023 02:00;9435;EUR;
20.04.2023 02:00 - 20.04.2023 03:00;9656;EUR;
20.04.2023 03:00 - 20.04.2023 04:00;9478;EUR;
20.04.2023 04:00 - 20.04.2023 05:00;9698;EUR;
20.04.2023 05:00 - 20.04.2023 06:00;10064;EUR;
20.04.2023 06:00 - 20.04.2023 07:00;10527;EUR;
20.04.2023 07:00 - 20.04.2023 08:00;10533;EUR;
20.04.2023 08:00 - 20.04.2023 09:00;10442;EUR;
20.04.2023 09:00 - 20.04.2023 10:00;9737;EUR;
20.04.2023 10:00 - 20.04.2023 11:00;6928;EUR;
20.04.2023 11:00 - 20.04.2023 12:00;5887;EUR;
20.04.2023 12:00 - 20.04.2023 13:00;5582;EUR;
20.04.2023 13:00 - 20.04.2023 14:00;5125;EUR;
20.04.2023 14:00 - 20.04.2023 15:00;4805;EUR;
20.04.2023 15:00 - 20.04.2023 16:00;4808;EUR;
20.04.2023 16:00 - 20.04.2023 17:00;5001;EUR;
20.04.2023 17:00 - 20.04.2023 18:00;9541;EUR;
20.04.2023 18:00 - 20.04.2023 19:00;9983;EUR;
20.04.2023 19:00 - 20.04.2023 20:00;10401;EUR;
20.04.2023 20:00 - 20.04.2023 21:00;10829;EUR;
20.04.2023 21:00 - 20.04.2023 22:00;10792;EUR;
20.04.2023 22:00 - 20.04.2023 23:00;10567;EUR;
20.04.2023 23:00 - 21.04.2023 00:00;10320;EUR;
21.04.2023 00:00 - 21.04.2023 01:00;9842;EUR;
21.04.2023 01:00 - 21.04.2023 02:00;9188;EUR;
21.04.2023 02:00 - 21.04.2023 03:00;9101;EUR;
21.04.2023 03:00 - 21.04.2023 04:00;9298;EUR;
21.04.2023 04:00 - 21.04.2023 05:00;9260;EUR;
21.04.2023 05:00 - 21.04.2023 06:00;9523;EUR;
21.04.2023 06:00 - 21.04.2023 07:00;11436;EUR;
21.04.2023 07:00 - 21.04.2023 08:00;13281;EUR;
21.04.2023 08:00 - 21.04.2023 09:00;13450;EUR;
21.04.2023 09:00 - 21.04.2023 10:00;10625;EUR;
21.04.2023 10:00 - 21.04.2023 11:00;9000;EUR;
21.04.2023 11:00 - 21.04.2023 12:00;7743;EUR;
21.04.2023 12:00 - 21.04.2023 13:00;2835;EUR;
21.04.2023 13:00 - 21.04.2023 14:00;9;EUR;
21.04.2023 14:00 - 21.04.2023 15:00;5;EUR;
21.04.2023 15:00 - 21.04.2023 16:00;529;EUR;
21.04.2023 16:00 - 21.04.2023 17:00;5857;EUR;
21.04.2023 17:00 - 21.04.2023 18:00;9007;EUR;
21.04.2023 18:00 - 21.04.2023 19:00;12300;EUR;
21.04.2023 19:00 - 21.04.2023 20:00;14057;EUR;
21.04.2023 20:00 - 21.04.2023 21:00;14388;EUR;
21.04.2023 21:00 - 21.04.2023 22:00;12622;EUR;
21.04.2023 22:00 - 21.04.2023 23:00;10603;EUR;
21.04.2023 23:00 - 22.04.2023 00:00;9906;EUR;
22.04.2023 00:00 - 22.04.2023 01:00;9904;EUR;
22.04.2023 01:00 - 22.04.2023 02:00;9519;EUR;
22.04.2023 02:00 - 22.04.2023 03:00;9210;EUR;
22.04.2023 03:00 - 22.04.2023 04:00;9295;EUR;
22.04.2023 04:00 - 22.04.2023 05:00;9129;EUR;
22.04.2023 05:00 - 22.04.2023 06:00;9599;EUR;
22.04.2023 06:00 - 22.04.2023 07:00;9982;EUR;
22.04.2023 07:00 - 22.04.2023 08:00;10258;EUR;
22.04.2023 08:00 - 22.04.2023 09:00;9910;EUR;
22.04.2023 09:00 - 22.04.2023 10:00;8600;EUR;
22.04.2023 10:00 - 22.04.2023 11:00;7467;EUR;
22.04.2023 11:00 - 22.04.2023 12:00;4506;EUR;
22.04.2023 12:00 - 22.04.2023 13:00;2620;EUR;
22.04.2023 13:00 - 22.04.2023 14:00;1002;EUR;
22.04.2023 14:00 - 22.04.2023 15:00;562;EUR;
22.04.2023 15:00 - 22.04.2023 16:00;2995;EUR;
22.04.2023 16:00 - 22.04.2023 17:00;7291;EUR;
22.04.2023 17:00 - 22.04.2023 18:00;8909;EUR;
22.04.2023 18:00 - 22.04.2023 19:00;9928;EUR;
22.04.2023 19:00 - 22.04.2023 20:00;10609;EUR;
22.04.2023 20:00 - 22.04.2023 21:00;11165;EUR;
22.04.2023 21:00 - 22.04.2023 22:00;10459;EUR;
22.04.2023 22:00 - 22.04.2023 23:00;10163;EUR;
22.04.2023 23:00 - 23.04.2023 00:00;10054;EUR;
23.04.2023 00:00 - 23.04.2023 01:00;10488;EUR;
23.04.2023 01:00 - 23.04.2023 02:00;9727;EUR;
23.04.2023 02:00 - 23.04.2023 03:00;9497;EUR;
23.04.2023 03:00 - 23.04.2023 04:00;8939;EUR;
23.04.2023 04:00 - 23.04.2023 05:00;8663;EUR;
23.04.2023 05:00 - 23.04.2023 06:00;8874;EUR;
23.04.2023 06:00 - 23.04.2023 07:00;8988;EUR;
23.04.2023 07:00 - 23.04.2023 08:00;9378;EUR;
23.04.2023 08:00 - 23.04.2023 09:00;9343;EUR;
23.04.2023 09:00 - 23.04.2023 10:00;9041;EUR;
23.04.2023 10:00 - 23.04.2023 11:00;7933;EUR;
23.04.2023 11:00 - 23.04.2023 12:00;4816;EUR;
23.04.2023 12:00 - 23.04.2023 13:00;3550;EUR;
23.04.2023 13:00 - 23.04.2023 14:00;1002;EUR;
23.04.2023 14:00 - 23.04.2023 15:00;488;EUR;
23.04.2023 15:00 - 23.04.2023 16:00;3471;EUR;
23.04.2023 16:00 - 23.04.2023 17:00;6415;EUR;
23.04.2023 17:00 - 23.04.2023 18:00;10025;EUR;
23.04.2023 18:00 - 23.04.2023 19:00;12574;EUR;
23.04.2023 19:00 - 23.04.2023 20:00;13814;EUR;
23.04.2023 20:00 - 23.04.2023 21:00;13713;EUR;
23.04.2023 21:00 - 23.04.2023 22:00;12502;EUR;
23.04.2023 22:00 - 23.04.2023 23:00;11695;EUR;
23.04.2023 23:00 - 24.04.2023 00:00;10960;EUR;
24.04.2023 00:00 - 24.04.2023 01:00;8770;EUR;
24.04.2023 01:00 - 24.04.2023 02:00;8358;EUR;
24.04.2023 02:00 - 24.04.2023 03:00;8209;EUR;
24.04.2023 03:00 - 24.04.2023 04:00;7640;EUR;
24.04.2023 04:00 - 24.04.2023 05:00;7508;EUR;
24.04.2023 05:00 - 24.04.2023 06:00;8655;EUR;
24.04.2023 06:00 - 24.04.2023 07:00;11460;EUR;
24.04.2023 07:00 - 24.04.2023 08:00;13380;EUR;
24.04.2023 08:00 - 24.04.2023 09:00;13500;EUR;
24.04.2023 09:00 - 24.04.2023 10:00;12692;EUR;
24.04.2023 10:00 - 24.04.2023 11:00;11081;EUR;
24.04.2023 11:00 - 24.04.2023 12:00;10801;EUR;
24.04.2023 12:00 - 24.04.2023 13:00;9807;EUR;
24.04.2023 13:00 - 24.04.2023 14:00;9490;EUR;
24.04.2023 14:00 - 24.04.2023 15:00;8700;EUR;
24.04.2023 15:00 - 24.04.2023 16:00;8491;EUR;
24.04.2023 16:00 - 24.04.2023 17:00;8589;EUR;
24.04.2023 17:00 - 24.04.2023 18:00;9761;EUR;
24.04.2023 18:00 - 24.04.2023 19:00;11741;EUR;
24.04.2023 19:00 - 24.04.2023 20:00;13457;EUR;
24.04.2023 20:00 - 24.04.2023 21:00;13271;EUR;
24.04.2023 21:00 - 24.04.2023 22:00;11268;EUR;
24.04.2023 22:00 - 24.04.2023 23:00;11026;EUR;
24.04.2023 23:00 - 25.04.2023 00:00;10079;EUR;
25.04.2023 00:00 - 25.04.2023 01:00;9641;EUR;
25.04.2023 01:00 - 25.04.2023 02:00;9508;EUR;
25.04.2023 02:00 - 25.04.2023 03:00;9363;EUR;
25.04.2023 03:00 - 25.04.2023 04:00;8917;EUR;
25.04.2023 04:00 - 25.04.2023 05:00;8897;EUR;
25.04.2023 05:00 - 25.04.2023 06:00;9369;EUR;
25.04.2023 06:00 - 25.04.2023 07:00;10050;EUR;
25.04.2023 07:00 - 25.04.2023 08:00;10192;EUR;
25.04.2023 08:00 - 25.04.2023 09:00;10195;EUR;
25.04.2023 09:00 - 25.04.2023 10:00;9709;EUR;
25.04.2023 10:00 - 25.04.2023 11:00;7562;EUR;
25.04.2023 11:00 - 25.04.2023 12:00;6001;EUR;
25.04.2023 12:00 - 25.04.2023 13:00;3490;EUR;
25.04.2023 13:00 - 25.04.2023 14:00;2490;EUR;
25.04.2023 14:00 - 25.04.2023 15:00;1388;EUR;
25.04.2023 15:00 - 25.04.2023 16:00;1424;EUR;
25.04.2023 16:00 - 25.04.2023 17:00;2074;EUR;
25.04.2023 17:00 - 25.04.2023 18:00;3432;EUR;
25.04.2023 18:00 - 25.04.2023 19:00;6650;EUR;
25.04.2023 19:00 - 25.04.2023 20:00;9092;EUR;
25.04.2023 20:00 - 25.04.2023 21:00;9656;EUR;
25.04.2023 21:00 - 25.04.2023 22:00;9677;EUR;
25.04.2023 22:00 - 25.04.2023 23:00;9187;EUR;
25.04.2023 23:00 - 26.04.2023 00:00;8739;EUR;
26.04.2023 00:00 - 26.04.2023 01:00;8984;EUR;
26.04.2023 01:00 - 26.04.2023 02:00;8774;EUR;
26.04.2023 02:00 - 26.04.2023 03:00;8864;EUR;
26.04.2023 03:00 - 26.04.2023 04:00;8684;EUR;
26.04.2023 04:00 - 26.04.2023 05:00;8781;EUR;
26.04.2023 05:00 - 26.04.2023 06:00;9465;EUR;
26.04.2023 06:00 - 26.04.2023 07:00;10293;EUR;
26.04.2023 07:00 - 26.04.2023 08:00;10897;EUR;
26.04.2023 08:00 - 26.04.2023 09:00;10568;EUR;
26.04.2023 09:00 - 26.04.2023 10:00;7660;EUR;
26.04.2023 10:00 - 26.04.2023 11:00;7591;EUR;
26.04.2023 11:00 - 26.04.2023 12:00;5886;EUR;
26.04.2023 12:00 - 26.04.2023 13:00;3806;EUR;
26.04.2023 13:00 - 26.04.2023 14:00;4456;EUR;
26.04.2023 14:00 - 26.04.2023 15:00;4114;EUR;
26.04.2023 15:00 - 26.04.2023 16:00;3721;EUR;
26.04.2023 16:00 - 26.04.2023 17:00;4242;EUR;
26.04.2023 17:00 - 26.04.2023 18:00;6786;EUR;
26.04.2023 18:00 - 26.04.2023 19:00;9789;EUR;
26.04.2023 19:00 - 26.04.2023 20:00;10227;EUR;
26.04.2023 20:00 - 26.04.2023 21:00;10377;EUR;
26.04.2023 21:00 - 26.04.2023 22:00;10745;EUR;
26.04.2023 22:00 - 26.04.2023 23:00;10304;EUR;
26.04.2023 23:00 - 27.04.2023 00:00;10204;EUR;
27.04.2023 00:00 - 27.04.2023 01:00;10658;EUR;
27.04.2023 01:00 - 27.04.2023 02:00;10037;EUR;
27.04.2023 02:00 - 27.04.2023 03:00;9761;EUR;
27.04.2023 03:00 - 27.04.2023 04:00;9610;EUR;
27.04.2023 04:00 - 27.04.2023 05:00;9707;EUR;
27.04.2023 05:00 - 27.04.2023 06:00;10291;EUR;
27.04.2023 06:00 - 27.04.2023 07:00;11686;EUR;
27.04.2023 07:00 - 27.04.2023 08:00;14275;EUR;
27.04.2023 08:00 - 27.04.2023 09:00;13235;EUR;
27.04.2023 09:00 - 27.04.2023 10:00;10536;EUR;
27.04.2023 10:00 - 27.04.2023 11:00;9464;EUR;
27.04.2023 11:00 - 27.04.2023 12:00;9097;EUR;
27.04.2023 12:00 - 27.04.2023 13:00;8793;EUR;
27.04.2023 13:00 - 27.04.2023 14:00;8730;EUR;
27.04.2023 14:00 - 27.04.2023 15:00;8770;EUR;
27.04.2023 15:00 - 27.04.2023 16:00;8632;EUR;
27.04.2023 16:00 - 27.04.2023 17:00;8876;EUR;
27.04.2023 17:00 - 27.04.2023 18:00;9782;EUR;
27.04.2023 18:00 - 27.04.2023 19:00;10927;EUR;
27.04.2023 19:00 - 27.04.2023 20:00;12817;EUR;
27.04.2023 20:00 - 27.04.2023 21:00;15965;EUR;
27.04.2023 21:00 - 27.04.2023 22:00;14150;EUR;
27.04.2023 22:00 - 27.04.2023 23:00;12542;EUR;
27.04.2023 23:00 - 28.04.2023 00:00;10154;EUR;
28.04.2023 00:00 - 28.04.2023 01:00;10203;EUR;
28.04.2023 01:00 - 28.04.2023 02:00;9297;EUR;
28.04.2023 02:00 - 28.04.2023 03:00;9035;EUR;
28.04.2023 03:00 - 28.04.2023 04:00;9268;EUR;
28.04.2023 04:00 - 28.04.2023 05:00;9291;EUR;
28.04.2023 05:00 - 28.04.2023 06:00;9585;EUR;
28.04.2023 06:00 - 28.04.2023 07:00;11377;EUR;
28.04.2023 07:00 - 28.04.2023 08:00;12382;EUR;
28.04.2023 08:00 - 28.04.2023 09:00;12681;EUR;
28.04.2023 09:00 - 28.04.2023 10:00;12069;EUR;
28.04.2023 10:00 - 28.04.2023 11:00;11318;EUR;
28.04.2023 11:00 - 28.04.2023 12:00;10617;EUR;
28.04.2023 12:00 - 28.04.2023 13:00;10205;EUR;
28.04.2023 13:00 - 28.04.2023 14:00;9309;EUR;
28.04.2023 14:00 - 28.04.2023 15:00;9019;EUR;
28.04.2023 15:00 - 28.04.2023 16:00;8900;EUR;
28.04.2023 16:00 - 28.04.2023 17:00;9061;EUR;
28.04.2023 17:00 - 28.04.2023 18:00;10024;EUR;
28.04.2023 18:00 - 28.04.2023 19:00;11542;EUR;
28.04.2023 19:00 - 28.04.2023 20:00;12004;EUR;
28.04.2023 20:00 - 28.04.2023 21:00;12540;EUR;
28.04.2023 21:00 - 28.04.2023 22:00;12434;EUR;
28.04.2023 22:00 - 28.04.2023 23:00;11671;EUR;
28.04.2023 23:00 - 29.04.2023 00:00;10548;EUR;
29.04.2023 00:00 - 29.04.2023 01:00;11559;EUR;
29.04.2023 01:00 - 29.04.2023 02:00;10856;EUR;
29.04.2023 02:00 - 29.04.2023 03:00;10610;EUR;
29.04.2023 03:00 - 29.04.2023 04:00;10500;EUR;
29.04.2023 04:00 - 29.04.2023 05:00;10124;EUR;
29.04.2023 05:00 - 29.04.2023 06:00;10275;EUR;
29.04.2023 06:00 - 29.04.2023 07:00;10324;EUR;
29.04.2023 07:00 - 29.04.2023 08:00;10940;EUR;
29.04.2023 08:00 - 29.04.2023 09:00;11564;EUR;
29.04.2023 09:00 - 29.04.2023 10:00;10661;EUR;
29.04.2023 10:00 - 29.04.2023 11:00;10359;EUR;
29.04.2023 11:00 - 29.04.2023 12:00;9287;EUR;
29.04.2023 12:00 - 29.04.2023 13:00;8223;EUR;
29.04.2023 13:00 - 29.04.2023 14:00;7529;EUR;
29.04.2023 14:00 - 29.04.2023 15:00;6620;EUR;
29.04.2023 15:00 - 29.04.2023 16:00;6905;EUR;
29.04.2023 16:00 - 29.04.2023 17:00;7600;EUR;
29.04.2023 17:00 - 29.04.2023 18:00;8500;EUR;
29.04.2023 18:00 - 29.04.2023 19:00;8898;EUR;
29.04.2023 19:00 - 29.04.2023 20:00;9978;EUR;
29.04.2023 20:00 - 29.04.2023 21:00;10504;EUR;
29.04.2023 21:00 - 29.04.2023 22:00;10821;EUR;
29.04.2023 22:00 - 29.04.2023 23:00;10813;EUR;
29.04.2023 23:00 - 30.04.2023 00:00;10670;EUR;
30.04.2023 00:00 - 30.04.2023 01:00;9928;EUR;
30.04.2023 01:00 - 30.04.2023 02:00;9109;EUR;
30.04.2023 02:00 - 30.04.2023 03:00;8838;EUR;
30.04.2023 03:00 - 30.04.2023 04:00;8561;EUR;
30.04.2023 04:00 - 30.04.2023 05:00;8552;EUR;
30.04.2023 05:00 - 30.04.2023 06:00;8827;EUR;
30.04.2023 06:00 - 30.04.2023 07:00;8584;EUR;
30.04.2023 07:00 - 30.04.2023 08:00;8200;EUR;
30.04.2023 08:00 - 30.04.2023 09:00;7500;EUR;
30.04.2023 09:00 - 30.04.2023 10:00;5000;EUR;
30.04.2023 10:00 - 30.04.2023 11:00;2770;EUR;
30.04.2023 11:00 - 30.04.2023 12:00;564;EUR;
30.04.2023 12:00 - 30.04.2023 13:00;-255;EUR;
30.04.2023 13:00 - 30.04.2023 14:00;-533;EUR;
30.04.2023 14:00 - 30.04.2023 15:00;-308;EUR;
30.04.2023 15:00 - 30.04.2023 16:00;119;EUR;
30.04.2023 16:00 - 30.04.2023 17:00;1400;EUR;
30.04.2023 17:00 - 30.04.2023 18:00;7057;EUR;
30.04.2023 18:00 - 30.04.2023 19:00;10696;EUR;
30.04.2023 19:00 - 30.04.2023 20:00;12116;EUR;
30.04.2023 20:00 - 30.04.2023 21:00;12360;EUR;
30.04.2023 21:00 - 30.04.2023 22:00;12220;EUR;
30.04.2023 22:00 - 30.04.2023 23:00;11712;EUR;
30.04.2023 23:00 - 01.05.2023 00:00;10871;EUR;
01.05.2023 00:00 - 01.05.2023 01:00;10990;EUR;
01.05.2023 01:00 - 01.05.2023 02:00;9990;EUR;
01.05.2023 02:00 - 01.05.2023 03:00;9549;EUR;
01.05.2023 03:00 - 01.05.2023 04:00;8998;EUR;
01.05.2023 04:00 - 01.05.2023 05:00;8729;EUR;
01.05.2023 05:00 - 01.05.2023 06:00;8800;EUR;
01.05.2023 06:00 - 01.05.2023 07:00;8716;EUR;
01.05.2023 07:00 - 01.05.2023 08:00;8420;EUR;
01.05.2023 08:00 - 01.05.2023 09:00;8314;EUR;
01.05.2023 09:00 - 01.05.2023 10:00;8404;EUR;
01.05.2023 10:00 - 01.05.2023 11:00;7429;EUR;
01.05.2023 11:00 - 01.05.2023 12:00;6799;EUR;
01.05.2023 12:00 - 01.05.2023 13:00;5463;EUR;
01.05.2023 13:00 - 01.05.2023 14:00;3469;EUR;
01.05.2023 14:00 - 01.05.2023 15:00;2999;EUR;
01.05.2023 15:00 - 01.05.2023 16:00;4119;EUR;
01.05.2023 16:00 - 01.05.2023 17:00;7625;EUR;
01.05.2023 17:00 - 01.05.2023 18:00;9512;EUR;
01.05.2023 18:00 - 01.05.2023 19:00;11386;EUR;
01.05.2023 19:00 - 01.05.2023 20:00;12464;EUR;
01.05.2023 20:00 - 01.05.2023 21:00;12580;EUR;
01.05.2023 21:00 - 01.05.2023 22:00;12172;EUR;
01.05.2023 22:00 - 01.05.2023 23:00;11790;EUR;
01.05.2023 23:00 - 02.05.2023 00:00;10163;EUR;
02.05.2023 00:00 - 02.05.2023 01:00;9848;EUR;
02.05.2023 01:00 - 02.05.2023 02:00;8560;EUR;
02.05.2023 02:00 - 02.05.2023 03:00;8330;EUR;
02.05.2023 03:00 - 02.05.2023 04:00;8090;EUR;
02.05.2023 04:00 - 02.05.2023 05:00;8122;EUR;
02.05.2023 05:00 - 02.05.2023 06:00;9039;EUR;
02.05.2023 06:00 - 02.05.2023 07:00;11106;EUR;
02.05.2023 07:00 - 02.05.2023 08:00;12742;EUR;
02.05.2023 08:00 - 02.05.2023 09:00;13489;EUR;
02.05.2023 09:00 - 02.05.2023 10:00;12299;EUR;
02.05.2023 10:00 - 02.05.2023 11:00;11569;EUR;
02.05.2023 11:00 - 02.05.2023 12:00;10896;EUR;
02.05.2023 12:00 - 02.05.2023 13:00;9846;EUR;
02.05.2023 13:00 - 02.05.2023 14:00;9276;EUR;
02.05.2023 14:00 - 02.05.2023 15:00;8632;EUR;
02.05.2023 15:00 - 02.05.2023 16:00;8092;EUR;
02.05.2023 16:00 - 02.05.2023 17:00;8483;EUR;
02.05.2023 17:00 - 02.05.2023 18:00;9443;EUR;
02.05.2023 18:00 - 02.05.2023 19:00;11738;EUR;
02.05.2023 19:00 - 02.05.2023 20:00;13000;EUR;
02.05.2023 20:00 - 02.05.2023 21:00;14286;EUR;
02.05.2023 21:00 - 02.05.2023 22:00;13369;EUR;
02.05.2023 22:00 - 02.05.2023 23:00;12402;EUR;
02.05.2023 23:00 - 03.05.2023 00:00;11380;EUR;
03.05.2023 00:00 - 03.05.2023 01:00;10743;EUR;
03.05.2023 01:00 - 03.05.2023 02:00;10242;EUR;
03.05.2023 02:00 - 03.05.2023 03:00;10097;EUR;
03.05.2023 03:00 - 03.05.2023 04:00;9780;EUR;
03.05.2023 04:00 - 03.05.2023 05:00;9995;EUR;
03.05.2023 05:00 - 03.05.2023 06:00;10751;EUR;
03.05.2023 06:00 - 03.05.2023 07:00;12328;EUR;
03.05.2023 07:00 - 03.05.2023 08:00;13302;EUR;
03.05.2023 08:00 - 03.05.2023 09:00;12510;EUR;
03.05.2023 09:00 - 03.05.2023 10:00;11010;EUR;
03.05.2023 10:00 - 03.05.2023 11:00;9116;EUR;
03.05.2023 11:00 - 03.05.2023 12:00;8416;EUR;
03.05.2023 12:00 - 03.05.2023 13:00;7783;EUR;
03.05.2023 13:00 - 03.05.2023 14:00;8002;EUR;
03.05.2023 14:00 - 03.05.2023 15:00;7513;EUR;
03.05.2023 15:00 - 03.05.2023 16:00;7350;EUR;
03.05.2023 16:00 - 03.05.2023 17:00;8386;EUR;
03.05.2023 17:00 - 03.05.2023 18:00;9759;EUR;
03.05.2023 18:00 - 03.05.2023 19:00;12112;EUR;
03.05.2023 19:00 - 03.05.2023 20:00;14008;EUR;
03.05.2023 20:00 - 03.05.2023 21:00;17158;EUR;
03.05.2023 21:00 - 03.05.2023 22:00;13225;EUR;
03.05.2023 22:00 - 03.05.2023 23:00;12095;EUR;
03.05.2023 23:00 - 04.05.2023 00:00;11473;EUR;
04.05.2023 00:00 - 04.05.2023 01:00;10013;EUR;
04.05.2023 01:00 - 04.05.2023 02:00;9524;EUR;
04.05.2023 02:00 - 04.05.2023 03:00;9416;EUR;
04.05.2023 03:00 - 04.05.2023 04:00;9526;EUR;
04.05.2023 04:00 - 04.05.2023 05:00;9591;EUR;
04.05.2023 05:00 - 04.05.2023 06:00;10694;EUR;
04.05.2023 06:00 - 04.05.2023 07:00;12500;EUR;
04.05.2023 07:00 - 04.05.2023 08:00;13000;EUR;
04.05.2023 08:00 - 04.05.2023 09:00;11990;EUR;
04.05.2023 09:00 - 04.05.2023 10:00;10442;EUR;
04.05.2023 10:00 - 04.05.2023 11:00;9000;EUR;
04.05.2023 11:00 - 04.05.2023 12:00;7960;EUR;
04.05.2023 12:00 - 04.05.2023 13:00;7006;EUR;
04.05.2023 13:00 - 04.05.2023 14:00;6021;EUR;
04.05.2023 14:00 - 04.05.2023 15:00;5669;EUR;
04.05.2023 15:00 - 04.05.2023 16:00;6528;EUR;
04.05.2023 16:00 - 04.05.2023 17:00;7888;EUR;
04.05.2023 17:00 - 04.05.2023 18:00;9960;EUR;
04.05.2023 18:00 - 04.05.2023 19:00;11169;EUR;
04.05.2023 19:00 - 04.05.2023 20:00;11817;EUR;
04.05.2023 20:00 - 04.05.2023 21:00;12049;EUR;
04.05.2023 21:00 - 04.05.2023 22:00;11474;EUR;
04.05.2023 22:00 - 04.05.2023 23:00;10512;EUR;
04.05.2023 23:00 - 05.05.2023 00:00;9302;EUR;
05.05.2023 00:00 - 05.05.2023 01:00;8189;EUR;
05.05.2023 01:00 - 05.05.2023 02:00;7705;EUR;
05.05.2023 02:00 - 05.05.2023 03:00;7605;EUR;
05.05.2023 03:00 - 05.05.2023 04:00;7697;EUR;
05.05.2023 04:00 - 05.05.2023 05:00;7632;EUR;
05.05.2023 05:00 - 05.05.2023 06:00;8542;EUR;
05.05.2023 06:00 - 05.05.2023 07:00;9402;EUR;
05.05.2023 07:00 - 05.05.2023 08:00;10194;EUR;
05.05.2023 08:00 - 05.05.2023 09:00;8363;EUR;
05.05.2023 09:00 - 05.05.2023 10:00;6512;EUR;
05.05.2023 10:00 - 05.05.2023 11:00;3735;EUR;
05.05.2023 11:00 - 05.05.2023 12:00;1326;EUR;
05.05.2023 12:00 - 05.05.2023 13:00;610;EUR;
05.05.2023 13:00 - 05.05.2023 14:00;600;EUR;
05.05.2023 14:00 - 05.05.2023 15:00;602;EUR;
05.05.2023 15:00 - 05.05.2023 16:00;641;EUR;
05.05.2023 16:00 - 05.05.2023 17:00;2116;EUR;
05.05.2023 17:00 - 05.05.2023 18:00;7793;EUR;
05.05.2023 18:00 - 05.05.2023 19:00;7936;EUR;
05.05.2023 19:00 - 05.05.2023 20:00;7858;EUR;
05.05.2023 20:00 - 05.05.2023 21:00;7784;EUR;
05.05.2023 21:00 - 05.05.2023 22:00;8143;EUR;
05.05.2023 22:00 - 05.05.2023 23:00;7812;EUR;
05.05.2023 23:00 - 06.05.2023 00:00;7265;EUR;
06.05.2023 00:00 - 06.05.2023 01:00;7515;EUR;
06.05.2023 01:00 - 06.05.2023 02:00;7263;EUR;
06.05.2023 02:00 - 06.05.2023 03:00;7746;EUR;
06.05.2023 03:00 - 06.05.2023 04:00;7833;EUR;
06.05.2023 04:00 - 06.05.2023 05:00;8102;EUR;
06.05.2023 05:00 - 06.05.2023 06:00;8175;EUR;
06.05.2023 06:00 - 06.05.2023 07:00;8207;EUR;
06.05.2023 07:00 - 06.05.2023 08:00;8812;EUR;
06.05.2023 08:00 - 06.05.2023 09:00;8460;EUR;
06.05.2023 09:00 - 06.05.2023 10:00;8587;EUR;
06.05.2023 10:00 - 06.05.2023 11:00;7912;EUR;
06.05.2023 11:00 - 06.05.2023 12:00;7263;EUR;
06.05.2023 12:00 - 06.05.2023 13:00;7031;EUR;
06.05.2023 13:00 - 06.05.2023 14:00;5575;EUR;
06.05.2023 14:00 - 06.05.2023 15:00;5000;EUR;
06.05.2023 15:00 - 06.05.2023 16:00;6316;EUR;
06.05.2023 16:00 - 06.05.2023 17:00;7285;EUR;
06.05.2023 17:00 - 06.05.2023 18:00;8220;EUR;
06.05.2023 18:00 - 06.05.2023 19:00;8622;EUR;
06.05.2023 19:00 - 06.05.2023 20:00;8861;EUR;
06.05.2023 20:00 - 06.05.2023 21:00;9557;EUR;
06.05.2023 21:00 - 06.05.2023 22:00;9726;EUR;
06.05.2023 22:00 - 06.05.2023 23:00;9569;EUR;
06.05.2023 23:00 - 07.05.2023 00:00;8942;EUR;
07.05.2023 00:00 - 07.05.2023 01:00;8978;EUR;
07.05.2023 01:00 - 07.05.2023 02:00;8350;EUR;
07.05.2023 02:00 - 07.05.2023 03:00;8266;EUR;
07.05.2023 03:00 - 07.05.2023 04:00;8351;EUR;
07.05.2023 04:00 - 07.05.2023 05:00;8294;EUR;
07.05.2023 05:00 - 07.05.2023 06:00;8407;EUR;
07.05.2023 06:00 - 07.05.2023 07:00;8314;EUR;
07.05.2023 07:00 - 07.05.2023 08:00;8187;EUR;
07.05.2023 08:00 - 07.05.2023 09:00;7587;EUR;
07.05.2023 09:00 - 07.05.2023 10:00;6760;EUR;
07.05.2023 10:00 - 07.05.2023 11:00;3390;EUR;
07.05.2023 11:00 - 07.05.2023 12:00;509;EUR;
07.05.2023 12:00 - 07.05.2023 13:00;-4;EUR;
07.05.2023 13:00 - 07.05.2023 14:00;-99;EUR;
07.05.2023 14:00 - 07.05.2023 15:00;-3;EUR;
07.05.2023 15:00 - 07.05.2023 16:00;1544;EUR;
07.05.2023 16:00 - 07.05.2023 17:00;5662;EUR;
07.05.2023 17:00 - 07.05.2023 18:00;7597;EUR;
07.05.2023 18:00 - 07.05.2023 19:00;9494;EUR;
07.05.2023 19:00 - 07.05.2023 20:00;9776;EUR;
07.05.2023 20:00 - 07.05.2023 21:00;9787;EUR;
07.05.2023 21:00 - 07.05.2023 22:00;9794;EUR;
07.05.2023 22:00 - 07.05.2023 23:00;9609;EUR;
07.05.2023 23:00 - 08.05.2023 00:00;9505;EUR;
08.05.2023 00:00 - 08.05.2023 01:00;8592;EUR;
