MTU (CET/CEST);Day-ahead Price [EUR/MWh];Currency;BZN|DK1
06.02.2023 05:00 - 06.02.2023 06:00;14893;EUR;
06.02.2023 06:00 - 06.02.2023 07:00;17567;EUR;
06.02.2023 07:00 - 06.02.2023 08:00;20065;EUR;
06.02.2023 08:00 - 06.02.2023 09:00;21339;EUR;
06.02.2023 09:00 - 06.02.2023 10:00;20065;EUR;
06.02.2023 10:00 - 06.02.2023 11:00;18508;EUR;
06.02.2023 11:00 - 06.02.2023 12:00;17984;EUR;
06.02.2023 12:00 - 06.02.2023 13:00;16872;EUR;
06.02.2023 13:00 - 06.02.2023 14:00;16116;EUR;
06.02.2023 14:00 - 06.02.2023 15:00;16390;EUR;
06.02.2023 15:00 - 06.02.2023 16:00;17067;EUR;
06.02.2023 16:00 - 06.02.2023 17:00;18180;EUR;
06.02.2023 17:00 - 06.02.2023 18:00;19894;EUR;
06.02.2023 18:00 - 06.02.2023 19:00;21350;EUR;
06.02.2023 19:00 - 06.02.2023 20:00;20538;EUR;
06.02.2023 20:00 - 06.02.2023 21:00;18621;EUR;
06.02.2023 21:00 - 06.02.2023 22:00;16648;EUR;
06.02.2023 22:00 - 06.02.2023 23:00;15250;EUR;
06.02.2023 23:00 - 07.02.2023 00:00;15400;EUR;
07.02.2023 00:00 - 07.02.2023 01:00;14572;EUR;
07.02.2023 01:00 - 07.02.2023 02:00;14212;EUR;
07.02.2023 02:00 - 07.02.2023 03:00;14031;EUR;
07.02.2023 03:00 - 07.02.2023 04:00;13936;EUR;
07.02.2023 04:00 - 07.02.2023 05:00;14160;EUR;
07.02.2023 05:00 - 07.02.2023 06:00;14344;EUR;
07.02.2023 06:00 - 07.02.2023 07:00;17054;EUR;
07.02.2023 07:00 - 07.02.2023 08:00;19803;EUR;
07.02.2023 08:00 - 07.02.2023 09:00;21416;EUR;
07.02.2023 09:00 - 07.02.2023 10:00;19185;EUR;
07.02.2023 10:00 - 07.02.2023 11:00;16838;EUR;
07.02.2023 11:00 - 07.02.2023 12:00;12576;EUR;
07.02.2023 12:00 - 07.02.2023 13:00;12357;EUR;
07.02.2023 13:00 - 07.02.2023 14:00;12560;EUR;
07.02.2023 14:00 - 07.02.2023 15:00;13993;EUR;
07.02.2023 15:00 - 07.02.2023 16:00;17181;EUR;
07.02.2023 16:00 - 07.02.2023 17:00;18998;EUR;
07.02.2023 17:00 - 07.02.2023 18:00;22226;EUR;
07.02.2023 18:00 - 07.02.2023 19:00;24560;EUR;
07.02.2023 19:00 - 07.02.2023 20:00;22900;EUR;
07.02.2023 20:00 - 07.02.2023 21:00;19903;EUR;
07.02.2023 21:00 - 07.02.2023 22:00;18818;EUR;
07.02.2023 22:00 - 07.02.2023 23:00;17334;EUR;
07.02.2023 23:00 - 08.02.2023 00:00;16307;EUR;
08.02.2023 00:00 - 08.02.2023 01:00;16004;EUR;
08.02.2023 01:00 - 08.02.2023 02:00;15515;EUR;
08.02.2023 02:00 - 08.02.2023 03:00;15000;EUR;
08.02.2023 03:00 - 08.02.2023 04:00;14797;EUR;
08.02.2023 04:00 - 08.02.2023 05:00;14597;EUR;
08.02.2023 05:00 - 08.02.2023 06:00;14910;EUR;
08.02.2023 06:00 - 08.02.2023 07:00;17569;EUR;
08.02.2023 07:00 - 08.02.2023 08:00;19664;EUR;
08.02.2023 08:00 - 08.02.2023 09:00;21619;EUR;
08.02.2023 09:00 - 08.02.2023 10:00;17600;EUR;
08.02.2023 10:00 - 08.02.2023 11:00;12800;EUR;
08.02.2023 11:00 - 08.02.2023 12:00;11865;EUR;
08.02.2023 12:00 - 08.02.2023 13:00;11561;EUR;
08.02.2023 13:00 - 08.02.2023 14:00;11488;EUR;
08.02.2023 14:00 - 08.02.2023 15:00;11424;EUR;
08.02.2023 15:00 - 08.02.2023 16:00;12539;EUR;
08.02.2023 16:00 - 08.02.2023 17:00;12810;EUR;
08.02.2023 17:00 - 08.02.2023 18:00;12781;EUR;
08.02.2023 18:00 - 08.02.2023 19:00;10283;EUR;
08.02.2023 19:00 - 08.02.2023 20:00;9628;EUR;
08.02.2023 20:00 - 08.02.2023 21:00;9357;EUR;
08.02.2023 21:00 - 08.02.2023 22:00;8941;EUR;
08.02.2023 22:00 - 08.02.2023 23:00;8917;EUR;
08.02.2023 23:00 - 09.02.2023 00:00;8557;EUR;
09.02.2023 00:00 - 09.02.2023 01:00;8268;EUR;
09.02.2023 01:00 - 09.02.2023 02:00;7913;EUR;
09.02.2023 02:00 - 09.02.2023 03:00;7765;EUR;
09.02.2023 03:00 - 09.02.2023 04:00;7762;EUR;
09.02.2023 04:00 - 09.02.2023 05:00;7836;EUR;
09.02.2023 05:00 - 09.02.2023 06:00;8304;EUR;
09.02.2023 06:00 - 09.02.2023 07:00;8455;EUR;
09.02.2023 07:00 - 09.02.2023 08:00;9259;EUR;
09.02.2023 08:00 - 09.02.2023 09:00;10342;EUR;
09.02.2023 09:00 - 09.02.2023 10:00;10788;EUR;
09.02.2023 10:00 - 09.02.2023 11:00;10500;EUR;
09.02.2023 11:00 - 09.02.2023 12:00;9633;EUR;
09.02.2023 12:00 - 09.02.2023 13:00;9306;EUR;
09.02.2023 13:00 - 09.02.2023 14:00;9115;EUR;
09.02.2023 14:00 - 09.02.2023 15:00;8694;EUR;
09.02.2023 15:00 - 09.02.2023 16:00;8674;EUR;
09.02.2023 16:00 - 09.02.2023 17:00;8735;EUR;
09.02.2023 17:00 - 09.02.2023 18:00;8696;EUR;
09.02.2023 18:00 - 09.02.2023 19:00;8730;EUR;
09.02.2023 19:00 - 09.02.2023 20:00;8580;EUR;
09.02.2023 20:00 - 09.02.2023 21:00;8402;EUR;
09.02.2023 21:00 - 09.02.2023 22:00;8349;EUR;
09.02.2023 22:00 - 09.02.2023 23:00;8393;EUR;
09.02.2023 23:00 - 10.02.2023 00:00;8333;EUR;
10.02.2023 00:00 - 10.02.2023 01:00;7807;EUR;
10.02.2023 01:00 - 10.02.2023 02:00;7959;EUR;
10.02.2023 02:00 - 10.02.2023 03:00;8361;EUR;
10.02.2023 03:00 - 10.02.2023 04:00;8530;EUR;
10.02.2023 04:00 - 10.02.2023 05:00;8867;EUR;
10.02.2023 05:00 - 10.02.2023 06:00;9497;EUR;
10.02.2023 06:00 - 10.02.2023 07:00;10693;EUR;
10.02.2023 07:00 - 10.02.2023 08:00;16607;EUR;
10.02.2023 08:00 - 10.02.2023 09:00;17610;EUR;
10.02.2023 09:00 - 10.02.2023 10:00;14408;EUR;
10.02.2023 10:00 - 10.02.2023 11:00;11393;EUR;
10.02.2023 11:00 - 10.02.2023 12:00;9948;EUR;
10.02.2023 12:00 - 10.02.2023 13:00;9493;EUR;
10.02.2023 13:00 - 10.02.2023 14:00;9019;EUR;
10.02.2023 14:00 - 10.02.2023 15:00;8273;EUR;
10.02.2023 15:00 - 10.02.2023 16:00;8178;EUR;
10.02.2023 16:00 - 10.02.2023 17:00;8025;EUR;
10.02.2023 17:00 - 10.02.2023 18:00;8108;EUR;
10.02.2023 18:00 - 10.02.2023 19:00;7970;EUR;
10.02.2023 19:00 - 10.02.2023 20:00;7767;EUR;
10.02.2023 20:00 - 10.02.2023 21:00;7311;EUR;
10.02.2023 21:00 - 10.02.2023 22:00;7094;EUR;
10.02.2023 22:00 - 10.02.2023 23:00;6708;EUR;
10.02.2023 23:00 - 11.02.2023 00:00;4500;EUR;
11.02.2023 00:00 - 11.02.2023 01:00;7493;EUR;
11.02.2023 01:00 - 11.02.2023 02:00;7762;EUR;
11.02.2023 02:00 - 11.02.2023 03:00;7748;EUR;
11.02.2023 03:00 - 11.02.2023 04:00;7703;EUR;
11.02.2023 04:00 - 11.02.2023 05:00;7745;EUR;
11.02.2023 05:00 - 11.02.2023 06:00;7610;EUR;
11.02.2023 06:00 - 11.02.2023 07:00;7804;EUR;
11.02.2023 07:00 - 11.02.2023 08:00;7893;EUR;
11.02.2023 08:00 - 11.02.2023 09:00;7998;EUR;
11.02.2023 09:00 - 11.02.2023 10:00;8156;EUR;
11.02.2023 10:00 - 11.02.2023 11:00;8232;EUR;
11.02.2023 11:00 - 11.02.2023 12:00;8156;EUR;
11.02.2023 12:00 - 11.02.2023 13:00;8060;EUR;
11.02.2023 13:00 - 11.02.2023 14:00;8112;EUR;
11.02.2023 14:00 - 11.02.2023 15:00;8190;EUR;
11.02.2023 15:00 - 11.02.2023 16:00;8049;EUR;
11.02.2023 16:00 - 11.02.2023 17:00;8869;EUR;
11.02.2023 17:00 - 11.02.2023 18:00;9997;EUR;
11.02.2023 18:00 - 11.02.2023 19:00;11187;EUR;
11.02.2023 19:00 - 11.02.2023 20:00;10874;EUR;
11.02.2023 20:00 - 11.02.2023 21:00;9984;EUR;
11.02.2023 21:00 - 11.02.2023 22:00;9820;EUR;
11.02.2023 22:00 - 11.02.2023 23:00;9450;EUR;
11.02.2023 23:00 - 12.02.2023 00:00;9484;EUR;
12.02.2023 00:00 - 12.02.2023 01:00;12972;EUR;
12.02.2023 01:00 - 12.02.2023 02:00;12549;EUR;
12.02.2023 02:00 - 12.02.2023 03:00;13179;EUR;
12.02.2023 03:00 - 12.02.2023 04:00;12757;EUR;
12.02.2023 04:00 - 12.02.2023 05:00;11846;EUR;
12.02.2023 05:00 - 12.02.2023 06:00;11889;EUR;
12.02.2023 06:00 - 12.02.2023 07:00;10802;EUR;
12.02.2023 07:00 - 12.02.2023 08:00;11617;EUR;
12.02.2023 08:00 - 12.02.2023 09:00;14197;EUR;
12.02.2023 09:00 - 12.02.2023 10:00;13497;EUR;
12.02.2023 10:00 - 12.02.2023 11:00;13462;EUR;
12.02.2023 11:00 - 12.02.2023 12:00;12094;EUR;
12.02.2023 12:00 - 12.02.2023 13:00;10620;EUR;
12.02.2023 13:00 - 12.02.2023 14:00;10167;EUR;
12.02.2023 14:00 - 12.02.2023 15:00;9950;EUR;
12.02.2023 15:00 - 12.02.2023 16:00;9857;EUR;
12.02.2023 16:00 - 12.02.2023 17:00;11792;EUR;
12.02.2023 17:00 - 12.02.2023 18:00;15091;EUR;
12.02.2023 18:00 - 12.02.2023 19:00;16751;EUR;
12.02.2023 19:00 - 12.02.2023 20:00;13468;EUR;
12.02.2023 20:00 - 12.02.2023 21:00;13464;EUR;
12.02.2023 21:00 - 12.02.2023 22:00;10708;EUR;
12.02.2023 22:00 - 12.02.2023 23:00;10308;EUR;
12.02.2023 23:00 - 13.02.2023 00:00;9871;EUR;
13.02.2023 00:00 - 13.02.2023 01:00;10385;EUR;
13.02.2023 01:00 - 13.02.2023 02:00;10115;EUR;
13.02.2023 02:00 - 13.02.2023 03:00;10097;EUR;
13.02.2023 03:00 - 13.02.2023 04:00;10302;EUR;
13.02.2023 04:00 - 13.02.2023 05:00;10388;EUR;
13.02.2023 05:00 - 13.02.2023 06:00;10990;EUR;
13.02.2023 06:00 - 13.02.2023 07:00;15726;EUR;
13.02.2023 07:00 - 13.02.2023 08:00;19608;EUR;
13.02.2023 08:00 - 13.02.2023 09:00;20220;EUR;
13.02.2023 09:00 - 13.02.2023 10:00;19620;EUR;
13.02.2023 10:00 - 13.02.2023 11:00;17335;EUR;
13.02.2023 11:00 - 13.02.2023 12:00;14100;EUR;
13.02.2023 12:00 - 13.02.2023 13:00;12310;EUR;
13.02.2023 13:00 - 13.02.2023 14:00;12000;EUR;
13.02.2023 14:00 - 13.02.2023 15:00;12000;EUR;
13.02.2023 15:00 - 13.02.2023 16:00;12100;EUR;
13.02.2023 16:00 - 13.02.2023 17:00;15023;EUR;
13.02.2023 17:00 - 13.02.2023 18:00;18806;EUR;
13.02.2023 18:00 - 13.02.2023 19:00;22180;EUR;
13.02.2023 19:00 - 13.02.2023 20:00;20660;EUR;
13.02.2023 20:00 - 13.02.2023 21:00;18786;EUR;
13.02.2023 21:00 - 13.02.2023 22:00;16892;EUR;
13.02.2023 22:00 - 13.02.2023 23:00;16097;EUR;
13.02.2023 23:00 - 14.02.2023 00:00;15012;EUR;
14.02.2023 00:00 - 14.02.2023 01:00;13562;EUR;
14.02.2023 01:00 - 14.02.2023 02:00;13232;EUR;
14.02.2023 02:00 - 14.02.2023 03:00;13216;EUR;
14.02.2023 03:00 - 14.02.2023 04:00;13212;EUR;
14.02.2023 04:00 - 14.02.2023 05:00;13232;EUR;
14.02.2023 05:00 - 14.02.2023 06:00;14193;EUR;
14.02.2023 06:00 - 14.02.2023 07:00;16622;EUR;
14.02.2023 07:00 - 14.02.2023 08:00;19999;EUR;
14.02.2023 08:00 - 14.02.2023 09:00;20698;EUR;
14.02.2023 09:00 - 14.02.2023 10:00;18060;EUR;
14.02.2023 10:00 - 14.02.2023 11:00;13826;EUR;
14.02.2023 11:00 - 14.02.2023 12:00;13916;EUR;
14.02.2023 12:00 - 14.02.2023 13:00;13036;EUR;
14.02.2023 13:00 - 14.02.2023 14:00;12541;EUR;
14.02.2023 14:00 - 14.02.2023 15:00;12693;EUR;
14.02.2023 15:00 - 14.02.2023 16:00;13232;EUR;
14.02.2023 16:00 - 14.02.2023 17:00;15270;EUR;
14.02.2023 17:00 - 14.02.2023 18:00;18081;EUR;
14.02.2023 18:00 - 14.02.2023 19:00;19999;EUR;
14.02.2023 19:00 - 14.02.2023 20:00;19297;EUR;
14.02.2023 20:00 - 14.02.2023 21:00;17581;EUR;
14.02.2023 21:00 - 14.02.2023 22:00;16009;EUR;
14.02.2023 22:00 - 14.02.2023 23:00;15103;EUR;
14.02.2023 23:00 - 15.02.2023 00:00;14173;EUR;
15.02.2023 00:00 - 15.02.2023 01:00;13481;EUR;
15.02.2023 01:00 - 15.02.2023 02:00;13095;EUR;
15.02.2023 02:00 - 15.02.2023 03:00;13000;EUR;
15.02.2023 03:00 - 15.02.2023 04:00;13001;EUR;
15.02.2023 04:00 - 15.02.2023 05:00;12666;EUR;
15.02.2023 05:00 - 15.02.2023 06:00;13653;EUR;
15.02.2023 06:00 - 15.02.2023 07:00;16120;EUR;
15.02.2023 07:00 - 15.02.2023 08:00;18500;EUR;
15.02.2023 08:00 - 15.02.2023 09:00;18876;EUR;
15.02.2023 09:00 - 15.02.2023 10:00;17122;EUR;
15.02.2023 10:00 - 15.02.2023 11:00;15252;EUR;
15.02.2023 11:00 - 15.02.2023 12:00;13216;EUR;
15.02.2023 12:00 - 15.02.2023 13:00;12079;EUR;
15.02.2023 13:00 - 15.02.2023 14:00;12145;EUR;
15.02.2023 14:00 - 15.02.2023 15:00;12138;EUR;
15.02.2023 15:00 - 15.02.2023 16:00;12871;EUR;
15.02.2023 16:00 - 15.02.2023 17:00;14499;EUR;
15.02.2023 17:00 - 15.02.2023 18:00;15880;EUR;
15.02.2023 18:00 - 15.02.2023 19:00;17352;EUR;
15.02.2023 19:00 - 15.02.2023 20:00;15991;EUR;
15.02.2023 20:00 - 15.02.2023 21:00;12010;EUR;
15.02.2023 21:00 - 15.02.2023 22:00;11207;EUR;
15.02.2023 22:00 - 15.02.2023 23:00;10330;EUR;
15.02.2023 23:00 - 16.02.2023 00:00;9341;EUR;
16.02.2023 00:00 - 16.02.2023 01:00;9102;EUR;
16.02.2023 01:00 - 16.02.2023 02:00;9165;EUR;
16.02.2023 02:00 - 16.02.2023 03:00;9877;EUR;
16.02.2023 03:00 - 16.02.2023 04:00;9672;EUR;
16.02.2023 04:00 - 16.02.2023 05:00;10289;EUR;
16.02.2023 05:00 - 16.02.2023 06:00;10715;EUR;
16.02.2023 06:00 - 16.02.2023 07:00;14211;EUR;
16.02.2023 07:00 - 16.02.2023 08:00;16650;EUR;
16.02.2023 08:00 - 16.02.2023 09:00;17534;EUR;
16.02.2023 09:00 - 16.02.2023 10:00;16644;EUR;
16.02.2023 10:00 - 16.02.2023 11:00;15028;EUR;
16.02.2023 11:00 - 16.02.2023 12:00;13294;EUR;
16.02.2023 12:00 - 16.02.2023 13:00;11818;EUR;
16.02.2023 13:00 - 16.02.2023 14:00;11863;EUR;
16.02.2023 14:00 - 16.02.2023 15:00;12793;EUR;
16.02.2023 15:00 - 16.02.2023 16:00;13495;EUR;
16.02.2023 16:00 - 16.02.2023 17:00;14096;EUR;
16.02.2023 17:00 - 16.02.2023 18:00;16600;EUR;
16.02.2023 18:00 - 16.02.2023 19:00;16653;EUR;
16.02.2023 19:00 - 16.02.2023 20:00;15465;EUR;
16.02.2023 20:00 - 16.02.2023 21:00;12990;EUR;
16.02.2023 21:00 - 16.02.2023 22:00;13114;EUR;
16.02.2023 22:00 - 16.02.2023 23:00;11098;EUR;
16.02.2023 23:00 - 17.02.2023 00:00;10393;EUR;
17.02.2023 00:00 - 17.02.2023 01:00;10409;EUR;
17.02.2023 01:00 - 17.02.2023 02:00;9822;EUR;
17.02.2023 02:00 - 17.02.2023 03:00;9246;EUR;
17.02.2023 03:00 - 17.02.2023 04:00;8604;EUR;
17.02.2023 04:00 - 17.02.2023 05:00;7998;EUR;
17.02.2023 05:00 - 17.02.2023 06:00;8595;EUR;
17.02.2023 06:00 - 17.02.2023 07:00;8881;EUR;
17.02.2023 07:00 - 17.02.2023 08:00;9401;EUR;
17.02.2023 08:00 - 17.02.2023 09:00;9401;EUR;
17.02.2023 09:00 - 17.02.2023 10:00;8899;EUR;
17.02.2023 10:00 - 17.02.2023 11:00;8746;EUR;
17.02.2023 11:00 - 17.02.2023 12:00;8595;EUR;
17.02.2023 12:00 - 17.02.2023 13:00;8593;EUR;
17.02.2023 13:00 - 17.02.2023 14:00;6763;EUR;
17.02.2023 14:00 - 17.02.2023 15:00;3668;EUR;
17.02.2023 15:00 - 17.02.2023 16:00;3371;EUR;
17.02.2023 16:00 - 17.02.2023 17:00;6963;EUR;
17.02.2023 17:00 - 17.02.2023 18:00;7992;EUR;
17.02.2023 18:00 - 17.02.2023 19:00;9053;EUR;
17.02.2023 19:00 - 17.02.2023 20:00;8505;EUR;
17.02.2023 20:00 - 17.02.2023 21:00;5996;EUR;
17.02.2023 21:00 - 17.02.2023 22:00;4690;EUR;
17.02.2023 22:00 - 17.02.2023 23:00;4382;EUR;
17.02.2023 23:00 - 18.02.2023 00:00;2222;EUR;
18.02.2023 00:00 - 18.02.2023 01:00;2814;EUR;
18.02.2023 01:00 - 18.02.2023 02:00;3644;EUR;
18.02.2023 02:00 - 18.02.2023 03:00;3582;EUR;
18.02.2023 03:00 - 18.02.2023 04:00;4441;EUR;
18.02.2023 04:00 - 18.02.2023 05:00;6298;EUR;
18.02.2023 05:00 - 18.02.2023 06:00;7010;EUR;
18.02.2023 06:00 - 18.02.2023 07:00;8226;EUR;
18.02.2023 07:00 - 18.02.2023 08:00;8882;EUR;
18.02.2023 08:00 - 18.02.2023 09:00;9539;EUR;
18.02.2023 09:00 - 18.02.2023 10:00;10530;EUR;
18.02.2023 10:00 - 18.02.2023 11:00;10706;EUR;
18.02.2023 11:00 - 18.02.2023 12:00;10265;EUR;
18.02.2023 12:00 - 18.02.2023 13:00;9447;EUR;
18.02.2023 13:00 - 18.02.2023 14:00;8329;EUR;
18.02.2023 14:00 - 18.02.2023 15:00;8637;EUR;
18.02.2023 15:00 - 18.02.2023 16:00;9115;EUR;
18.02.2023 16:00 - 18.02.2023 17:00;9838;EUR;
18.02.2023 17:00 - 18.02.2023 18:00;10488;EUR;
18.02.2023 18:00 - 18.02.2023 19:00;10730;EUR;
18.02.2023 19:00 - 18.02.2023 20:00;10720;EUR;
18.02.2023 20:00 - 18.02.2023 21:00;10715;EUR;
18.02.2023 21:00 - 18.02.2023 22:00;10739;EUR;
18.02.2023 22:00 - 18.02.2023 23:00;10868;EUR;
18.02.2023 23:00 - 19.02.2023 00:00;11366;EUR;
19.02.2023 00:00 - 19.02.2023 01:00;10904;EUR;
19.02.2023 01:00 - 19.02.2023 02:00;10412;EUR;
19.02.2023 02:00 - 19.02.2023 03:00;9953;EUR;
19.02.2023 03:00 - 19.02.2023 04:00;9300;EUR;
19.02.2023 04:00 - 19.02.2023 05:00;9255;EUR;
19.02.2023 05:00 - 19.02.2023 06:00;9778;EUR;
19.02.2023 06:00 - 19.02.2023 07:00;9850;EUR;
19.02.2023 07:00 - 19.02.2023 08:00;10777;EUR;
19.02.2023 08:00 - 19.02.2023 09:00;11386;EUR;
19.02.2023 09:00 - 19.02.2023 10:00;11832;EUR;
19.02.2023 10:00 - 19.02.2023 11:00;10492;EUR;
19.02.2023 11:00 - 19.02.2023 12:00;10095;EUR;
19.02.2023 12:00 - 19.02.2023 13:00;9609;EUR;
19.02.2023 13:00 - 19.02.2023 14:00;8799;EUR;
19.02.2023 14:00 - 19.02.2023 15:00;8688;EUR;
19.02.2023 15:00 - 19.02.2023 16:00;9161;EUR;
19.02.2023 16:00 - 19.02.2023 17:00;9729;EUR;
19.02.2023 17:00 - 19.02.2023 18:00;10515;EUR;
19.02.2023 18:00 - 19.02.2023 19:00;10671;EUR;
19.02.2023 19:00 - 19.02.2023 20:00;10093;EUR;
19.02.2023 20:00 - 19.02.2023 21:00;9638;EUR;
19.02.2023 21:00 - 19.02.2023 22:00;9457;EUR;
19.02.2023 22:00 - 19.02.2023 23:00;8855;EUR;
19.02.2023 23:00 - 20.02.2023 00:00;8673;EUR;
20.02.2023 00:00 - 20.02.2023 01:00;7887;EUR;
20.02.2023 01:00 - 20.02.2023 02:00;5106;EUR;
20.02.2023 02:00 - 20.02.2023 03:00;4886;EUR;
20.02.2023 03:00 - 20.02.2023 04:00;3400;EUR;
20.02.2023 04:00 - 20.02.2023 05:00;2913;EUR;
20.02.2023 05:00 - 20.02.2023 06:00;3824;EUR;
20.02.2023 06:00 - 20.02.2023 07:00;7230;EUR;
20.02.2023 07:00 - 20.02.2023 08:00;7818;EUR;
20.02.2023 08:00 - 20.02.2023 09:00;7575;EUR;
20.02.2023 09:00 - 20.02.2023 10:00;4992;EUR;
20.02.2023 10:00 - 20.02.2023 11:00;4196;EUR;
20.02.2023 11:00 - 20.02.2023 12:00;2393;EUR;
20.02.2023 12:00 - 20.02.2023 13:00;2381;EUR;
20.02.2023 13:00 - 20.02.2023 14:00;2201;EUR;
20.02.2023 14:00 - 20.02.2023 15:00;4152;EUR;
20.02.2023 15:00 - 20.02.2023 16:00;5234;EUR;
20.02.2023 16:00 - 20.02.2023 17:00;5715;EUR;
20.02.2023 17:00 - 20.02.2023 18:00;9499;EUR;
20.02.2023 18:00 - 20.02.2023 19:00;8974;EUR;
20.02.2023 19:00 - 20.02.2023 20:00;8648;EUR;
20.02.2023 20:00 - 20.02.2023 21:00;8533;EUR;
20.02.2023 21:00 - 20.02.2023 22:00;8254;EUR;
20.02.2023 22:00 - 20.02.2023 23:00;8439;EUR;
20.02.2023 23:00 - 21.02.2023 00:00;6864;EUR;
21.02.2023 00:00 - 21.02.2023 01:00;5050;EUR;
21.02.2023 01:00 - 21.02.2023 02:00;4601;EUR;
21.02.2023 02:00 - 21.02.2023 03:00;4776;EUR;
21.02.2023 03:00 - 21.02.2023 04:00;5328;EUR;
21.02.2023 04:00 - 21.02.2023 05:00;6915;EUR;
21.02.2023 05:00 - 21.02.2023 06:00;7930;EUR;
21.02.2023 06:00 - 21.02.2023 07:00;8866;EUR;
21.02.2023 07:00 - 21.02.2023 08:00;9703;EUR;
21.02.2023 08:00 - 21.02.2023 09:00;10120;EUR;
21.02.2023 09:00 - 21.02.2023 10:00;10204;EUR;
21.02.2023 10:00 - 21.02.2023 11:00;10191;EUR;
21.02.2023 11:00 - 21.02.2023 12:00;10153;EUR;
21.02.2023 12:00 - 21.02.2023 13:00;10239;EUR;
21.02.2023 13:00 - 21.02.2023 14:00;10353;EUR;
21.02.2023 14:00 - 21.02.2023 15:00;10823;EUR;
21.02.2023 15:00 - 21.02.2023 16:00;13054;EUR;
21.02.2023 16:00 - 21.02.2023 17:00;14899;EUR;
21.02.2023 17:00 - 21.02.2023 18:00;16485;EUR;
21.02.2023 18:00 - 21.02.2023 19:00;17813;EUR;
21.02.2023 19:00 - 21.02.2023 20:00;17710;EUR;
21.02.2023 20:00 - 21.02.2023 21:00;17000;EUR;
21.02.2023 21:00 - 21.02.2023 22:00;15880;EUR;
21.02.2023 22:00 - 21.02.2023 23:00;15320;EUR;
21.02.2023 23:00 - 22.02.2023 00:00;14258;EUR;
22.02.2023 00:00 - 22.02.2023 01:00;13990;EUR;
22.02.2023 01:00 - 22.02.2023 02:00;12853;EUR;
22.02.2023 02:00 - 22.02.2023 03:00;12530;EUR;
22.02.2023 03:00 - 22.02.2023 04:00;12853;EUR;
22.02.2023 04:00 - 22.02.2023 05:00;12953;EUR;
22.02.2023 05:00 - 22.02.2023 06:00;13919;EUR;
22.02.2023 06:00 - 22.02.2023 07:00;15749;EUR;
22.02.2023 07:00 - 22.02.2023 08:00;17313;EUR;
22.02.2023 08:00 - 22.02.2023 09:00;17634;EUR;
22.02.2023 09:00 - 22.02.2023 10:00;16455;EUR;
22.02.2023 10:00 - 22.02.2023 11:00;15253;EUR;
22.02.2023 11:00 - 22.02.2023 12:00;13699;EUR;
22.02.2023 12:00 - 22.02.2023 13:00;12645;EUR;
22.02.2023 13:00 - 22.02.2023 14:00;12608;EUR;
22.02.2023 14:00 - 22.02.2023 15:00;13592;EUR;
22.02.2023 15:00 - 22.02.2023 16:00;15090;EUR;
22.02.2023 16:00 - 22.02.2023 17:00;15695;EUR;
22.02.2023 17:00 - 22.02.2023 18:00;16501;EUR;
22.02.2023 18:00 - 22.02.2023 19:00;17500;EUR;
22.02.2023 19:00 - 22.02.2023 20:00;17273;EUR;
22.02.2023 20:00 - 22.02.2023 21:00;16206;EUR;
22.02.2023 21:00 - 22.02.2023 22:00;15402;EUR;
22.02.2023 22:00 - 22.02.2023 23:00;14484;EUR;
22.02.2023 23:00 - 23.02.2023 00:00;13445;EUR;
23.02.2023 00:00 - 23.02.2023 01:00;13467;EUR;
23.02.2023 01:00 - 23.02.2023 02:00;13139;EUR;
23.02.2023 02:00 - 23.02.2023 03:00;12899;EUR;
23.02.2023 03:00 - 23.02.2023 04:00;12478;EUR;
23.02.2023 04:00 - 23.02.2023 05:00;12517;EUR;
23.02.2023 05:00 - 23.02.2023 06:00;12993;EUR;
23.02.2023 06:00 - 23.02.2023 07:00;15398;EUR;
23.02.2023 07:00 - 23.02.2023 08:00;17000;EUR;
23.02.2023 08:00 - 23.02.2023 09:00;17806;EUR;
23.02.2023 09:00 - 23.02.2023 10:00;16396;EUR;
23.02.2023 10:00 - 23.02.2023 11:00;13990;EUR;
23.02.2023 11:00 - 23.02.2023 12:00;11974;EUR;
23.02.2023 12:00 - 23.02.2023 13:00;11394;EUR;
23.02.2023 13:00 - 23.02.2023 14:00;10831;EUR;
23.02.2023 14:00 - 23.02.2023 15:00;11002;EUR;
23.02.2023 15:00 - 23.02.2023 16:00;11030;EUR;
23.02.2023 16:00 - 23.02.2023 17:00;10999;EUR;
23.02.2023 17:00 - 23.02.2023 18:00;12061;EUR;
23.02.2023 18:00 - 23.02.2023 19:00;12334;EUR;
23.02.2023 19:00 - 23.02.2023 20:00;11179;EUR;
23.02.2023 20:00 - 23.02.2023 21:00;10420;EUR;
23.02.2023 21:00 - 23.02.2023 22:00;10671;EUR;
23.02.2023 22:00 - 23.02.2023 23:00;10049;EUR;
23.02.2023 23:00 - 24.02.2023 00:00;9735;EUR;
24.02.2023 00:00 - 24.02.2023 01:00;9677;EUR;
24.02.2023 01:00 - 24.02.2023 02:00;9499;EUR;
24.02.2023 02:00 - 24.02.2023 03:00;8960;EUR;
24.02.2023 03:00 - 24.02.2023 04:00;8912;EUR;
24.02.2023 04:00 - 24.02.2023 05:00;8826;EUR;
24.02.2023 05:00 - 24.02.2023 06:00;9135;EUR;
24.02.2023 06:00 - 24.02.2023 07:00;9505;EUR;
24.02.2023 07:00 - 24.02.2023 08:00;10094;EUR;
24.02.2023 08:00 - 24.02.2023 09:00;10299;EUR;
