latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.5,13.400009,38.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),direct_radiation (W/m²),diffuse_radiation (W/m²),windspeed_10m (m/s),windspeed_100m (m/s)
2018-03-21T03:00,-4.4,88,0.00,0.0,0.0,2.34,4.24
2018-03-21T04:00,-4.4,87,0.00,0.0,0.0,2.22,4.08
2018-03-21T05:00,-4.6,88,0.00,0.0,0.0,2.19,4.05
2018-03-21T06:00,-4.8,89,0.00,0.0,0.0,2.12,4.27
2018-03-21T07:00,-5.1,90,0.00,0.0,0.0,2.09,4.57
2018-03-21T08:00,-4.6,90,0.00,13.0,15.0,1.84,4.57
2018-03-21T09:00,-1.6,86,0.00,94.0,56.0,2.24,3.96
2018-03-21T10:00,0.6,77,0.00,219.0,81.0,2.43,3.49
2018-03-21T11:00,2.4,65,0.00,342.0,96.0,2.83,3.77
2018-03-21T12:00,3.8,49,0.00,440.0,105.0,2.91,3.82
2018-03-21T13:00,4.7,46,0.00,460.0,137.0,3.41,4.51
2018-03-21T14:00,5.1,42,0.00,432.0,158.0,3.85,5.15
2018-03-21T15:00,5.4,41,0.00,346.0,189.0,4.03,5.53
2018-03-21T16:00,5.5,41,0.00,271.0,175.0,4.10,5.80
2018-03-21T17:00,5.4,41,0.00,203.0,133.0,4.10,6.10
2018-03-21T18:00,4.6,48,0.00,121.0,86.0,2.94,5.82
2018-03-21T19:00,2.5,54,0.00,29.0,42.0,3.00,6.80
2018-03-21T20:00,1.0,58,0.00,0.0,2.0,3.22,7.32
2018-03-21T21:00,1.0,64,0.00,0.0,0.0,3.29,7.30
2018-03-21T22:00,0.4,69,0.00,0.0,0.0,3.38,7.47
2018-03-21T23:00,0.3,74,0.00,0.0,0.0,3.51,7.40
2018-03-22T00:00,0.4,77,0.00,0.0,0.0,3.49,7.24
2018-03-22T01:00,0.3,81,0.00,0.0,0.0,3.67,7.22
2018-03-22T02:00,0.3,82,0.00,0.0,0.0,3.88,7.29
2018-03-22T03:00,0.2,84,0.00,0.0,0.0,3.94,7.38
2018-03-22T04:00,0.1,85,0.00,0.0,0.0,4.05,7.38
2018-03-22T05:00,0.1,85,0.00,0.0,0.0,4.17,7.68
2018-03-22T06:00,0.1,84,0.00,0.0,0.0,4.48,8.13
2018-03-22T07:00,0.1,84,0.10,0.0,0.0,4.83,8.63
2018-03-22T08:00,0.4,85,0.20,0.0,13.0,5.24,9.06
2018-03-22T09:00,1.1,84,0.50,21.0,61.0,5.10,9.28
2018-03-22T10:00,1.6,82,0.40,16.0,106.0,5.60,8.90
2018-03-22T11:00,1.6,84,0.50,11.0,81.0,5.49,9.06
2018-03-22T12:00,1.9,84,0.40,2.0,104.0,5.71,8.82
2018-03-22T13:00,2.1,86,0.40,8.0,101.0,5.60,8.62
2018-03-22T14:00,2.8,84,0.30,23.0,131.0,5.95,9.06
2018-03-22T15:00,3.6,83,0.20,22.0,152.0,5.66,8.65
2018-03-22T16:00,3.9,85,0.30,1.0,118.0,5.16,7.82
2018-03-22T17:00,3.5,92,0.30,1.0,65.0,4.00,6.57
2018-03-22T18:00,3.4,95,0.20,0.0,40.0,3.78,6.52
2018-03-22T19:00,3.1,97,0.10,0.0,13.0,3.48,6.47
2018-03-22T20:00,3.0,98,0.00,0.0,0.0,3.30,6.31
2018-03-22T21:00,2.9,98,0.00,0.0,0.0,3.19,6.13
2018-03-22T22:00,3.0,98,0.00,0.0,0.0,2.92,5.73
2018-03-22T23:00,3.0,99,0.00,0.0,0.0,2.65,5.20
2018-03-23T00:00,3.0,99,0.00,0.0,0.0,2.30,4.75
2018-03-23T01:00,2.9,100,0.00,0.0,0.0,2.34,4.66
2018-03-23T02:00,2.7,100,0.00,0.0,0.0,2.42,4.88
2018-03-23T03:00,2.5,99,0.00,0.0,0.0,2.20,4.44
2018-03-23T04:00,2.2,99,0.00,0.0,0.0,2.10,4.27
2018-03-23T05:00,1.9,99,0.00,0.0,0.0,1.96,3.85
2018-03-23T06:00,1.4,99,0.00,0.0,0.0,1.55,3.31
2018-03-23T07:00,1.0,99,0.00,0.0,0.0,1.24,2.92
2018-03-23T08:00,1.0,99,0.00,3.0,9.0,1.41,2.90
2018-03-23T09:00,1.4,94,0.00,13.0,45.0,1.70,2.70
2018-03-23T10:00,1.9,86,0.00,27.0,83.0,2.02,2.73
2018-03-23T11:00,2.4,82,0.00,30.0,105.0,1.61,2.11
2018-03-23T12:00,2.9,79,0.00,29.0,160.0,1.61,2.02
2018-03-23T13:00,3.4,78,0.00,33.0,168.0,1.36,1.71
2018-03-23T14:00,3.6,77,0.00,8.0,163.0,0.82,1.00
2018-03-23T15:00,3.8,76,0.00,20.0,151.0,0.67,0.81
2018-03-23T16:00,3.8,76,0.00,0.0,119.0,0.50,0.50
2018-03-23T17:00,3.8,76,0.00,3.0,100.0,0.70,0.81
2018-03-23T18:00,3.7,77,0.00,8.0,58.0,1.20,1.73
2018-03-23T19:00,3.2,82,0.00,3.0,23.0,1.50,2.89
2018-03-23T20:00,2.4,85,0.00,0.0,1.0,1.92,3.96
2018-03-23T21:00,1.9,88,0.00,0.0,0.0,2.18,4.57
2018-03-23T22:00,1.4,90,0.00,0.0,0.0,2.28,4.79
2018-03-23T23:00,1.0,91,0.00,0.0,0.0,2.37,5.05
2018-03-24T00:00,0.8,92,0.00,0.0,0.0,2.25,4.84
2018-03-24T01:00,0.5,93,0.00,0.0,0.0,2.16,4.82
2018-03-24T02:00,0.6,92,0.00,0.0,0.0,2.08,4.60
2018-03-24T03:00,0.3,93,0.00,0.0,0.0,1.94,4.53
2018-03-24T04:00,-0.1,94,0.00,0.0,0.0,2.02,4.46
2018-03-24T05:00,0.1,93,0.00,0.0,0.0,2.24,4.75
2018-03-24T06:00,0.2,92,0.00,0.0,0.0,2.28,4.80
2018-03-24T07:00,0.1,92,0.00,0.0,0.0,2.15,4.74
2018-03-24T08:00,0.4,92,0.00,7.0,13.0,2.47,4.69
2018-03-24T09:00,1.6,88,0.00,28.0,56.0,2.38,4.27
2018-03-24T10:00,2.9,83,0.00,76.0,99.0,2.42,3.49
2018-03-24T11:00,3.9,78,0.00,84.0,149.0,2.59,3.50
2018-03-24T12:00,4.9,68,0.00,203.0,164.0,3.04,4.12
2018-03-24T13:00,5.3,66,0.00,72.0,234.0,2.61,3.47
2018-03-24T14:00,5.7,64,0.00,40.0,243.0,2.36,3.14
2018-03-24T15:00,5.8,63,0.00,14.0,193.0,2.20,2.83
2018-03-24T16:00,6.1,62,0.00,39.0,200.0,1.98,2.55
2018-03-24T17:00,6.1,62,0.00,11.0,149.0,1.91,2.62
2018-03-24T18:00,6.0,64,0.00,11.0,85.0,1.21,2.28
2018-03-24T19:00,5.3,69,0.00,4.0,29.0,1.12,2.31
2018-03-24T20:00,4.2,74,0.00,0.0,2.0,1.53,2.93
2018-03-24T21:00,3.7,77,0.00,0.0,0.0,1.84,3.85
2018-03-24T22:00,3.1,80,0.00,0.0,0.0,1.84,4.20
2018-03-24T23:00,2.7,82,0.00,0.0,0.0,1.75,4.23
2018-03-25T00:00,2.3,84,0.00,0.0,0.0,1.40,3.50
2018-03-25T01:00,1.8,87,0.00,0.0,0.0,1.33,3.47
2018-03-25T02:00,1.4,89,0.00,0.0,0.0,1.26,3.14
2018-03-25T03:00,1.1,91,0.00,0.0,0.0,1.26,2.91
2018-03-25T04:00,0.4,92,0.00,0.0,0.0,1.39,3.13
2018-03-25T05:00,-0.2,93,0.00,0.0,0.0,1.36,3.35
2018-03-25T06:00,-0.9,94,0.00,0.0,0.0,1.58,3.27
2018-03-25T07:00,-1.2,94,0.00,0.0,0.0,1.86,3.27
2018-03-25T08:00,-0.4,94,0.00,17.0,17.0,1.66,3.13
2018-03-25T09:00,1.6,87,0.00,90.0,56.0,1.35,2.78
2018-03-25T10:00,3.5,79,0.00,173.0,89.0,1.42,1.94
2018-03-25T11:00,5.4,72,0.00,289.0,112.0,1.25,1.61
2018-03-25T12:00,7.1,65,0.00,423.0,108.0,1.56,1.98
2018-03-25T13:00,8.3,60,0.00,485.0,112.0,1.52,1.97
2018-03-25T14:00,9.0,57,0.00,511.0,113.0,1.49,1.80
2018-03-25T15:00,9.4,55,0.00,458.0,115.0,1.30,1.70
2018-03-25T16:00,9.5,53,0.00,327.0,125.0,1.17,1.53
2018-03-25T17:00,9.2,54,0.00,169.0,129.0,0.89,1.48
2018-03-25T18:00,8.5,61,0.00,46.0,93.0,1.39,1.71
2018-03-25T19:00,7.1,66,0.00,17.0,38.0,1.92,2.30
2018-03-25T20:00,5.3,73,0.00,0.0,3.0,1.90,3.20
2018-03-25T21:00,5.4,72,0.00,0.0,0.0,1.90,4.00
2018-03-25T22:00,4.7,74,0.00,0.0,0.0,1.87,4.33
2018-03-25T23:00,4.2,76,0.00,0.0,0.0,1.75,4.21
2018-03-26T00:00,3.8,78,0.00,0.0,0.0,1.84,3.69
2018-03-26T01:00,3.1,82,0.00,0.0,0.0,1.79,3.57
2018-03-26T02:00,2.6,85,0.00,0.0,0.0,1.79,3.69
2018-03-26T03:00,2.4,85,0.00,0.0,0.0,1.80,3.54
2018-03-26T04:00,2.2,87,0.00,0.0,0.0,1.49,3.58
2018-03-26T05:00,1.9,88,0.00,0.0,0.0,1.70,3.94
2018-03-26T06:00,1.6,89,0.00,0.0,0.0,1.78,4.06
2018-03-26T07:00,1.8,89,0.00,0.0,0.0,1.50,4.00
2018-03-26T08:00,2.2,88,0.00,6.0,12.0,1.70,4.10
2018-03-26T09:00,3.9,80,0.00,46.0,49.0,2.13,4.05
2018-03-26T10:00,4.6,79,0.00,31.0,75.0,1.91,3.30
2018-03-26T11:00,5.6,78,0.00,55.0,131.0,1.91,2.69
2018-03-26T12:00,6.5,78,0.00,15.0,209.0,2.33,3.18
2018-03-26T13:00,7.1,76,0.00,6.0,223.0,2.69,3.61
2018-03-26T14:00,7.4,74,0.00,2.0,160.0,3.14,4.30
2018-03-26T15:00,7.6,73,0.10,34.0,140.0,3.11,4.41
2018-03-26T16:00,7.9,70,0.00,48.0,170.0,3.05,4.22
2018-03-26T17:00,7.9,69,0.00,54.0,130.0,3.09,4.39
2018-03-26T18:00,7.5,69,0.00,75.0,75.0,3.13,4.83
2018-03-26T19:00,6.4,73,0.00,22.0,37.0,2.38,5.22
2018-03-26T20:00,4.9,79,0.00,1.0,4.0,2.67,5.97
2018-03-26T21:00,3.7,82,0.00,0.0,0.0,2.70,6.00
2018-03-26T22:00,3.0,85,0.00,0.0,0.0,2.40,5.54
2018-03-26T23:00,2.2,90,0.00,0.0,0.0,1.91,4.83
2018-03-27T00:00,1.5,94,0.00,0.0,0.0,1.60,3.93
2018-03-27T01:00,1.1,96,0.00,0.0,0.0,1.22,2.94
2018-03-27T02:00,0.9,97,0.00,0.0,0.0,1.08,2.42
2018-03-27T03:00,0.6,97,0.00,0.0,0.0,1.12,2.30
2018-03-27T04:00,1.1,96,0.00,0.0,0.0,1.30,2.33
2018-03-27T05:00,1.1,96,0.00,0.0,0.0,1.08,2.06
2018-03-27T06:00,1.1,96,0.00,0.0,0.0,1.03,1.94
2018-03-27T07:00,1.0,97,0.00,0.0,0.0,1.08,1.68
2018-03-27T08:00,1.2,96,0.00,3.0,16.0,0.94,1.52
2018-03-27T09:00,1.9,88,0.00,30.0,91.0,0.81,0.94
2018-03-27T10:00,3.2,82,0.00,141.0,131.0,0.45,0.54
2018-03-27T11:00,4.5,73,0.10,149.0,198.0,0.50,0.58
2018-03-27T12:00,5.5,65,0.20,335.0,162.0,0.50,0.67
2018-03-27T13:00,5.8,63,0.10,231.0,190.0,0.30,0.32
2018-03-27T14:00,6.5,59,0.10,327.0,178.0,0.54,0.63
2018-03-27T15:00,6.9,57,0.10,212.0,215.0,0.95,1.04
2018-03-27T16:00,7.1,56,0.00,214.0,151.0,1.44,1.80
2018-03-27T17:00,7.2,54,0.00,148.0,157.0,1.64,2.08
2018-03-27T18:00,6.7,58,0.00,85.0,75.0,2.27,3.05
2018-03-27T19:00,5.9,64,0.00,29.0,45.0,1.70,3.75
2018-03-27T20:00,4.5,70,0.00,1.0,4.0,2.02,4.75
2018-03-27T21:00,3.4,76,0.00,0.0,0.0,2.64,6.06
2018-03-27T22:00,2.6,80,0.00,0.0,0.0,3.16,6.81
2018-03-27T23:00,2.1,82,0.00,0.0,0.0,3.34,7.07
2018-03-28T00:00,1.8,84,0.00,0.0,0.0,3.36,7.08
2018-03-28T01:00,1.5,85,0.00,0.0,0.0,3.34,6.86
2018-03-28T02:00,1.3,86,0.00,0.0,0.0,3.24,6.67
2018-03-28T03:00,1.1,86,0.00,0.0,0.0,3.49,6.82
2018-03-28T04:00,1.0,86,0.00,0.0,0.0,3.77,7.31
2018-03-28T05:00,0.9,86,0.00,0.0,0.0,3.51,6.94
2018-03-28T06:00,0.8,86,0.00,0.0,0.0,3.76,7.07
2018-03-28T07:00,0.8,86,0.00,0.0,0.0,3.74,6.91
2018-03-28T08:00,1.0,86,0.10,0.0,17.0,4.20,7.37
2018-03-28T09:00,1.4,87,0.20,3.0,49.0,4.53,8.06
2018-03-28T10:00,1.6,87,0.20,4.0,68.0,5.46,8.24
2018-03-28T11:00,2.1,85,0.30,0.0,106.0,6.32,9.22
2018-03-28T12:00,2.5,85,0.40,10.0,135.0,5.50,8.11
2018-03-28T13:00,3.2,82,0.30,20.0,174.0,5.50,8.20
2018-03-28T14:00,3.1,85,0.40,0.0,150.0,6.00,9.00
2018-03-28T15:00,3.0,88,0.40,1.0,132.0,5.90,9.11
2018-03-28T16:00,2.7,90,0.30,1.0,93.0,5.91,9.23
2018-03-28T17:00,2.3,93,0.30,0.0,64.0,6.24,9.79
2018-03-28T18:00,2.2,95,0.10,0.0,40.0,5.56,8.73
2018-03-28T19:00,2.1,94,0.00,0.0,18.0,5.01,8.25
2018-03-28T20:00,2.1,94,0.00,0.0,1.0,5.15,8.63
2018-03-28T21:00,1.9,93,0.00,0.0,0.0,5.22,8.78
2018-03-28T22:00,1.9,95,0.20,0.0,0.0,4.95,8.57
2018-03-28T23:00,1.9,95,0.40,0.0,0.0,4.49,8.04
2018-03-29T00:00,2.0,96,1.10,0.0,0.0,4.75,8.13
2018-03-29T01:00,2.1,96,0.90,0.0,0.0,4.95,8.54
2018-03-29T02:00,2.3,96,0.50,0.0,0.0,4.62,8.10
2018-03-29T03:00,2.6,96,0.40,0.0,0.0,4.58,8.08
2018-03-29T04:00,3.1,96,0.40,0.0,0.0,4.04,7.41
2018-03-29T05:00,4.2,95,0.30,0.0,0.0,3.73,7.16
2018-03-29T06:00,5.1,93,0.00,0.0,0.0,6.69,11.19
2018-03-29T07:00,4.3,93,0.00,0.0,0.0,7.02,11.42
2018-03-29T08:00,3.6,91,0.00,0.0,14.0,6.83,11.11
2018-03-29T09:00,3.7,88,0.00,3.0,53.0,6.69,10.73
2018-03-29T10:00,4.1,84,0.10,23.0,81.0,7.94,12.20
2018-03-29T11:00,5.2,73,0.20,109.0,143.0,8.57,12.91
2018-03-29T12:00,6.1,69,0.10,83.0,193.0,7.32,10.87
2018-03-29T13:00,7.2,61,0.20,189.0,204.0,8.13,11.75
2018-03-29T14:00,7.9,57,0.10,154.0,209.0,7.53,10.85
2018-03-29T15:00,8.4,54,0.00,183.0,194.0,7.07,10.30
2018-03-29T16:00,8.6,53,0.00,176.0,181.0,7.16,10.37
2018-03-29T17:00,8.8,52,0.00,155.0,139.0,6.35,9.35
2018-03-29T18:00,8.4,54,0.00,117.0,84.0,4.56,7.40
2018-03-29T19:00,7.3,59,0.00,34.0,46.0,3.79,7.06
2018-03-29T20:00,5.7,65,0.00,2.0,6.0,3.30,6.81
2018-03-29T21:00,4.1,81,0.00,0.0,0.0,2.79,6.23
2018-03-29T22:00,2.9,88,0.00,0.0,0.0,2.91,6.24
2018-03-29T23:00,2.3,91,0.00,0.0,0.0,2.86,6.32
2018-03-30T00:00,1.6,94,0.00,0.0,0.0,3.14,6.70
2018-03-30T01:00,0.9,95,0.00,0.0,0.0,2.62,6.01
2018-03-30T02:00,0.2,96,0.00,0.0,0.0,2.30,5.53
2018-03-30T03:00,-0.7,97,0.00,0.0,0.0,2.40,5.66
2018-03-30T04:00,-1.6,97,0.00,0.0,0.0,2.20,5.38
2018-03-30T05:00,-1.7,98,0.00,0.0,0.0,2.15,4.52
2018-03-30T06:00,-1.6,99,0.00,0.0,0.0,2.15,3.56
2018-03-30T07:00,-1.4,99,0.00,0.0,1.0,2.08,3.11
2018-03-30T08:00,-1.1,98,0.00,22.0,31.0,1.40,2.82
2018-03-30T09:00,0.9,89,0.00,71.0,97.0,0.36,0.54
2018-03-30T10:00,2.2,85,0.00,149.0,143.0,0.54,0.67
2018-03-30T11:00,4.1,77,0.00,196.0,191.0,0.72,0.94
2018-03-30T12:00,5.6,72,0.00,158.0,250.0,1.71,2.25
2018-03-30T13:00,7.0,70,0.00,293.0,257.0,1.93,2.47
2018-03-30T14:00,8.1,66,0.00,350.0,227.0,1.92,2.45
2018-03-30T15:00,9.0,62,0.00,445.0,148.0,2.33,2.93
2018-03-30T16:00,9.4,59,0.00,390.0,109.0,3.14,4.13
2018-03-30T17:00,9.5,58,0.00,287.0,100.0,3.51,4.73
2018-03-30T18:00,8.8,61,0.00,131.0,86.0,3.54,5.51
2018-03-30T19:00,7.5,66,0.00,57.0,47.0,4.27,7.69
2018-03-30T20:00,5.9,70,0.00,2.0,8.0,5.02,9.11
2018-03-30T21:00,5.3,69,0.00,0.0,0.0,5.29,9.71
2018-03-30T22:00,4.5,71,0.00,0.0,0.0,5.28,9.63
2018-03-30T23:00,3.8,72,0.00,0.0,0.0,4.88,9.26
2018-03-31T00:00,3.4,73,0.00,0.0,0.0,5.12,9.50
2018-03-31T01:00,3.2,73,0.00,0.0,0.0,5.18,9.43
2018-03-31T02:00,3.0,74,0.00,0.0,0.0,4.85,9.01
2018-03-31T03:00,2.6,77,0.00,0.0,0.0,5.24,9.49
2018-03-31T04:00,2.4,77,0.00,0.0,0.0,5.53,9.73
2018-03-31T05:00,2.3,77,0.00,0.0,0.0,5.41,9.48
2018-03-31T06:00,2.2,77,0.00,0.0,0.0,5.53,9.67
2018-03-31T07:00,2.1,78,0.00,0.0,0.0,5.15,9.22
2018-03-31T08:00,2.2,79,0.20,6.0,25.0,5.13,9.02
2018-03-31T09:00,2.7,79,0.20,1.0,59.0,4.98,8.86
2018-03-31T10:00,2.8,82,0.90,0.0,47.0,4.96,8.71
2018-03-31T11:00,2.9,88,1.40,0.0,62.0,5.23,8.90
2018-03-31T12:00,3.4,89,1.90,0.0,78.0,3.64,6.09
2018-03-31T13:00,3.9,90,1.10,12.0,94.0,3.86,6.30
2018-03-31T14:00,4.5,90,0.80,1.0,116.0,4.10,6.45
2018-03-31T15:00,5.0,90,0.50,7.0,95.0,3.90,5.76
2018-03-31T16:00,5.3,90,0.40,2.0,82.0,2.51,4.37
2018-03-31T17:00,5.6,90,0.50,0.0,70.0,1.70,3.04
2018-03-31T18:00,5.4,92,0.70,0.0,36.0,1.10,1.84
2018-03-31T19:00,5.0,93,0.80,0.0,18.0,1.53,2.30
2018-03-31T20:00,4.5,94,0.90,0.0,2.0,1.86,3.00
2018-03-31T21:00,4.2,97,1.40,0.0,0.0,2.28,3.97
2018-03-31T22:00,3.8,97,0.70,0.0,0.0,2.51,4.44
2018-03-31T23:00,3.4,98,0.60,0.0,0.0,2.66,4.58
2018-04-01T00:00,3.0,98,0.60,0.0,0.0,3.83,6.57
2018-04-01T01:00,2.5,98,0.40,0.0,0.0,3.67,6.61
2018-04-01T02:00,2.0,97,0.30,0.0,0.0,4.23,7.08
2018-04-01T03:00,1.5,98,0.20,0.0,0.0,4.46,7.91
2018-04-01T04:00,1.1,98,0.20,0.0,0.0,4.67,8.60
2018-04-01T05:00,0.8,98,0.20,0.0,0.0,4.95,8.35
2018-04-01T06:00,0.7,97,0.20,0.0,0.0,5.16,8.76
2018-04-01T07:00,0.7,95,0.20,0.0,0.0,5.73,9.36
2018-04-01T08:00,0.9,94,0.30,0.0,19.0,6.08,9.97
2018-04-01T09:00,1.3,91,0.20,6.0,65.0,7.06,11.26
2018-04-01T10:00,2.1,87,0.20,9.0,128.0,7.21,11.04
2018-04-01T11:00,2.6,84,0.20,17.0,173.0,7.40,11.01
2018-04-01T12:00,2.9,81,0.30,38.0,189.0,7.27,10.57
2018-04-01T13:00,3.1,80,0.30,12.0,223.0,6.85,10.27
2018-04-01T14:00,3.1,80,0.40,20.0,204.0,6.90,10.27
2018-04-01T15:00,2.7,82,0.50,24.0,158.0,6.98,10.26
2018-04-01T16:00,2.4,85,0.50,4.0,136.0,7.21,10.66
2018-04-01T17:00,2.0,89,0.50,0.0,109.0,7.36,10.91
2018-04-01T18:00,1.8,91,0.40,0.0,79.0,6.14,9.66
2018-04-01T19:00,1.4,94,0.20,0.0,39.0,6.05,9.71
2018-04-01T20:00,1.2,93,0.10,0.0,5.0,5.77,9.45
2018-04-01T21:00,1.7,85,0.00,0.0,0.0,5.55,9.35
2018-04-01T22:00,1.9,84,0.00,0.0,0.0,5.46,9.17
2018-04-01T23:00,1.9,84,0.00,0.0,0.0,5.29,9.08
2018-04-02T00:00,1.8,85,0.00,0.0,0.0,5.51,9.30
2018-04-02T01:00,1.7,84,0.00,0.0,0.0,5.76,9.65
2018-04-02T02:00,1.5,84,0.00,0.0,0.0,5.54,9.55
2018-04-02T03:00,1.2,85,0.00,0.0,0.0,5.29,9.08
2018-04-02T04:00,0.7,86,0.00,0.0,0.0,4.98,8.81
2018-04-02T05:00,0.1,88,0.00,0.0,0.0,4.64,8.37
2018-04-02T06:00,-0.5,90,0.00,0.0,0.0,4.31,7.91
2018-04-02T07:00,-0.9,91,0.00,0.0,2.0,4.10,7.74
2018-04-02T08:00,-0.2,90,0.00,39.0,36.0,4.00,7.31
2018-04-02T09:00,1.5,83,0.00,141.0,72.0,4.50,6.41
2018-04-02T10:00,2.8,79,0.00,224.0,111.0,4.10,5.60
2018-04-02T11:00,4.4,69,0.00,358.0,135.0,4.13,5.63
2018-04-02T12:00,5.6,61,0.00,357.0,167.0,3.71,4.90
2018-04-02T13:00,7.0,54,0.00,405.0,189.0,4.06,5.38
2018-04-02T14:00,7.8,52,0.00,306.0,246.0,4.00,5.41
2018-04-02T15:00,8.2,50,0.00,175.0,252.0,4.54,6.07
2018-04-02T16:00,8.0,52,0.00,1.0,219.0,4.13,5.64
2018-04-02T17:00,8.0,55,0.00,13.0,174.0,3.28,4.71
2018-04-02T18:00,7.8,59,0.00,18.0,111.0,1.46,2.60
2018-04-02T19:00,7.3,65,0.00,4.0,58.0,1.08,1.14
2018-04-02T20:00,6.0,69,0.00,1.0,8.0,1.64,2.86
2018-04-02T21:00,5.3,68,0.00,0.0,0.0,2.28,5.09
2018-04-02T22:00,5.0,69,0.00,0.0,0.0,3.14,7.00
2018-04-02T23:00,5.2,69,0.00,0.0,0.0,3.84,7.99
2018-04-03T00:00,5.1,70,0.00,0.0,0.0,3.97,7.99
2018-04-03T01:00,5.0,71,0.00,0.0,0.0,3.96,7.81
2018-04-03T02:00,4.8,72,0.00,0.0,0.0,3.69,7.70
2018-04-03T03:00,5.1,71,0.00,0.0,0.0,3.68,7.50
2018-04-03T04:00,5.5,70,0.00,0.0,0.0,3.55,7.40
2018-04-03T05:00,5.7,73,0.10,0.0,0.0,3.71,7.62
2018-04-03T06:00,5.8,76,0.10,0.0,0.0,4.03,8.03
2018-04-03T07:00,6.4,76,0.00,0.0,1.0,4.56,8.65
2018-04-03T08:00,7.1,75,0.10,0.0,27.0,4.68,8.86
2018-04-03T09:00,8.1,85,0.20,8.0,96.0,5.01,8.92
2018-04-03T10:00,9.3,84,0.00,17.0,138.0,4.72,8.66
2018-04-03T11:00,11.0,81,0.20,72.0,196.0,4.30,7.49
2018-04-03T12:00,13.1,74,0.00,218.0,235.0,4.39,6.23
2018-04-03T13:00,15.2,66,0.00,447.0,173.0,4.61,6.45
2018-04-03T14:00,16.5,60,0.10,494.0,147.0,4.60,6.27
2018-04-03T15:00,17.2,56,0.00,418.0,123.0,4.53,6.33
2018-04-03T16:00,17.3,56,0.00,257.0,122.0,3.14,4.78
2018-04-03T17:00,17.2,59,0.00,169.0,115.0,2.68,3.94
2018-04-03T18:00,16.8,64,0.00,111.0,106.0,2.30,4.83
2018-04-03T19:00,15.1,69,0.00,35.0,68.0,2.40,5.73
2018-04-03T20:00,13.2,74,0.00,2.0,12.0,2.69,6.51
2018-04-03T21:00,12.7,75,0.00,0.0,0.0,3.22,7.50
2018-04-03T22:00,12.1,76,0.00,0.0,0.0,3.53,8.22
2018-04-03T23:00,11.4,77,0.00,0.0,0.0,3.61,8.30
2018-04-04T00:00,10.9,78,0.00,0.0,0.0,3.42,8.03
2018-04-04T01:00,10.5,78,0.00,0.0,0.0,2.92,7.21
2018-04-04T02:00,10.1,79,0.00,0.0,0.0,2.52,6.58
2018-04-04T03:00,9.4,82,0.00,0.0,0.0,2.42,6.34
2018-04-04T04:00,8.9,83,0.00,0.0,0.0,2.90,6.81
2018-04-04T05:00,8.6,83,0.00,0.0,0.0,3.30,7.62
2018-04-04T06:00,8.3,84,0.00,0.0,0.0,3.57,8.06
2018-04-04T07:00,8.0,85,0.00,1.0,3.0,3.48,7.98
2018-04-04T08:00,9.1,83,0.00,41.0,38.0,3.50,7.52
2018-04-04T09:00,12.3,71,0.00,132.0,80.0,3.34,6.37
2018-04-04T10:00,14.5,62,0.00,235.0,117.0,3.34,4.94
2018-04-04T11:00,15.6,58,0.00,334.0,145.0,3.22,4.52
2018-04-04T12:00,16.4,55,0.00,434.0,146.0,2.08,2.66
2018-04-04T13:00,17.4,52,0.00,502.0,146.0,2.00,2.50
2018-04-04T14:00,18.1,49,0.00,520.0,138.0,2.25,3.01
2018-04-04T15:00,18.7,47,0.00,477.0,139.0,2.65,3.45
2018-04-04T16:00,19.0,47,0.00,396.0,125.0,3.01,4.11
2018-04-04T17:00,18.9,49,0.00,257.0,124.0,2.47,3.86
2018-04-04T18:00,18.1,57,0.00,136.0,87.0,2.19,4.55
2018-04-04T19:00,16.4,64,0.00,54.0,51.0,2.61,6.17
2018-04-04T20:00,14.6,68,0.00,6.0,10.0,2.92,7.14
2018-04-04T21:00,14.5,66,0.00,0.0,0.0,2.88,7.21
2018-04-04T22:00,12.9,74,0.40,0.0,0.0,2.83,5.96
2018-04-04T23:00,11.4,91,1.70,0.0,0.0,3.16,6.82
2018-04-05T00:00,11.0,94,0.40,0.0,0.0,3.36,6.59
2018-04-05T01:00,10.9,94,0.00,0.0,0.0,4.63,8.72
2018-04-05T02:00,10.5,93,0.00,0.0,0.0,4.88,9.12
2018-04-05T03:00,9.9,91,0.00,0.0,0.0,5.04,9.44
2018-04-05T04:00,9.0,91,0.00,0.0,0.0,4.53,8.62
2018-04-05T05:00,8.2,91,0.00,0.0,0.0,4.10,8.22
2018-04-05T06:00,7.7,91,0.00,0.0,0.0,4.25,8.41
2018-04-05T07:00,7.8,91,0.00,1.0,3.0,4.16,8.22
2018-04-05T08:00,8.9,89,0.00,31.0,44.0,4.66,8.30
2018-04-05T09:00,10.3,82,0.00,127.0,79.0,4.78,7.58
2018-04-05T10:00,11.8,72,0.00,275.0,95.0,7.02,10.10
2018-04-05T11:00,12.8,66,0.10,337.0,122.0,6.53,9.48
2018-04-05T12:00,13.3,61,0.00,306.0,126.0,5.25,7.26
2018-04-05T13:00,13.8,61,0.00,307.0,142.0,5.46,7.49
2018-04-05T14:00,14.4,60,0.00,325.0,187.0,5.02,6.96
2018-04-05T15:00,15.1,59,0.00,499.0,128.0,5.13,7.07
